INTL_20160320_000001	Tambahan 1x masuk ke Instance Dungeon dan Mission	인던,미션 1회 추가입장				
INTL_20160426_000021	Memberikan benefit selama 60 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari 2 attribute secara bersamaan{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl}(Dapat dikombinasikan dengan EXP Tome){nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 60 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 추가 1회 추가입장	INTL_20160425_000018	Memberikan benefit selama 60 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 5 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 60 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 추가 1회 추가입장	
INTL_20160512_000022	Klik-Kanan untuk mendapatkan item.{nl} - 190 TP{nl} - Token: 15 Hari{nl} - 20x Highly Condensed HP & SP Potion{nl} - 15x Soul Crystal{nl} - 15x Megaphone{nl} - 15x Warp Scroll{nl}	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 190 TP{nl} - 토큰 - 증정용 (15일){nl} - 고농축 HP/SP포션 20개{nl} - 소울크리스탈 15개{nl} - 확성기 15개{nl} - 워프주문서 15개{nl}				
INTL_20160512_000023	Ketika digunakan akan mendapat 190 TP.	사용 시 190 TP를 획득합니다.				
INTL_20160512_000024	Klik-Kanan untuk mendapatkan item.{nl} - Token: 30 Hari{nl} - 4x Enchant Scroll{nl} - 5x Instanced Dungeon Reset Voucher{nl}	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 토큰 (30일){nl} - 마법 부여 스크롤 X 4{nl} - 인던 입장 횟수 초기화권 X 5{nl}				
INTL_20160728_000025	Memberikan benefit selama 30 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 30 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 1회 추가입장				
INTL_20160728_000026	Memberikan benefit selama 60 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 60 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 1회 추가입장	INTL_20160426_000019	Memberikan benefit selama 60 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari 2 attribute secara bersamaan{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 5 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl}(Dapat dikombinasikan dengan EXP Tome){nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 60 kali Personal Trade{nl}	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +20% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능	
INTL_20160728_000027	Memberikan benefit selama 30 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 30 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장	INTL_20160426_000020	Memberikan benefit selama 30 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 30 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 1회 추가입장	
INTL_20160728_000028	Memberikan benefit selama 7 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 미션,던전 1회 추가입장				
INTL_20161107_000029	Klik-Kanan untuk mendapatkan item.{nl} - 150x Highly Enriched HP Potion {nl} -  150x Highly Enriched SP Potion {nl}- 20x Honey Dumpling {nl}- 20x Settlement Support Potion{nl}- 10x Instance Clear Voucher {img star_mark 20 20}{nl}- 20x Soul Crystal{nl} - 30x Warp Scroll {nl}- 10x Enchant Scroll{nl} - 1x Skill Reset Potion{nl}- 1x Stat Reset Potion	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 고농축 HP포션 150개{nl} - 고농축 SP포션 150개{nl} - 대왕꿀송편 20개{nl}- 정착지원 포션 20개{nl}- 인스턴스 던전 소탕권 [★] 10개{nl}- 소울 크리스탈 20개{nl}- 워프주문서 30개{nl}- 마부스크롤 10개{nl}- 스킬 초기화 포션 1개{nl}- 스탯 초기화 포션 1개				
INTL_20161114_000030	Pembayaran silver atas penjualan market 24 jam.	마켓 판매 실버대금 딜레이 24시간.				
INTL_20161114_000031	Pembayaran Silver 1 jam menggunakan token.	토큰전용 판매실버대금 1시간.				
INTL_20161114_000032	Pembayaran Silver 24 jam menggunakan token.	토큰전용 판매실버대금 24시간.	INTL_20161114_000031	Pembayaran Silver 1 jam menggunakan token.	토큰전용 판매실버대금 1시간.	
INTL_20161121_000033	Klik-Kanan untuk mendapatkan item.{nl} - 100x Highly Condensed HP Potion {nl} -  100x Highly Condensed SP Potion {nl}- 10x Honey Dumpling {nl}- 10x Settlement Support Potion{nl}- 5x Instanced Clear Voucher {img star_mark 20 20}{nl} - 1x Skill Reset Potion{nl}- 1x Stat Reset Potion	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 고농축 HP포션 100개{nl} - 고농축 SP포션 100개{nl} - 대왕꿀송편 10개{nl}- 정착지원 포션 10개{nl}- 인스턴스 던전 소탕권 [★] 5개{nl}- 스킬 초기화 포션 1개{nl}- 스탯 초기화 포션 1개	INTL_20161107_000029	Klik-Kanan untuk mendapatkan item.{nl} - 150x Highly Enriched HP Potion {nl} -  150x Highly Enriched SP Potion {nl}- 20x Honey Dumpling {nl}- 20x Settlement Support Potion{nl}- 10x Instance Clear Voucher {img star_mark 20 20}{nl}- 20x Soul Crystal{nl} - 30x Warp Scroll {nl}- 10x Enchant Scroll{nl} - 1x Skill Reset Potion{nl}- 1x Stat Reset Potion	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 고농축 HP포션 150개{nl} - 고농축 SP포션 150개{nl} - 대왕꿀송편 20개{nl}- 정착지원 포션 20개{nl}- 인스턴스 던전 소탕권 [★] 10개{nl}- 소울 크리스탈 20개{nl}- 워프주문서 30개{nl}- 마부스크롤 10개{nl}- 스킬 초기화 포션 1개{nl}- 스탯 초기화 포션 1개	
INTL_20161214_000034	Tidak berpengaruh pada pengguna token.	토큰 사용자는 상/하안가에 영향을 받지 않는다.				
INTL_20161214_000035	Apakah Token bisa ditrade setelah dijual di Market? (1: tradable, 0: untradable)	토큰은 마켓에서 거래한 이후에도 계속 거래 가능하게 할 것인가?(1:거래가능, 0:거래불가)				
INTL_20170510_000036	Klik-Kanan untuk mendapatkan item.{nl} - Token: 7 Hari [Event]{nl} - Enchant Scroll (14 Hari) x10{nl} - Emote Plus: Popolion{nl}- Simple Costume Box{nl}- Imperial Fan (30 Hari){nl} - Red Beret{nl} - Light Salmon Dye{nl} - Crimson Contact Lenses{nl} - Lv2 Settlement Support Potion x10{nl} -Keista Restoration Potion Lv2 x20	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 토큰:7일[증정용]{nl} - 마법 부여 스크롤(14일) 10개{nl} - 이모티콘 플러스 패키지 : 포포리온{nl}- 심플 코스튬 상자{nl}- 파초선(30일){nl} - 붉은 베레모{nl} - 라이트 살몬 염색약{nl} - 크림슨 렌즈{nl} - 정착 지원 포션 Lv2 10개{nl} - 케이스타스 회복포션Lv2 20개				
INTL_20170605_000037	Sebuah mahkota dibuat untuk ratu yang tidak disebutkan namanya.{nl} Dapat ditukar dengan Medals di Exchange Shop.	이름없는 여왕을 위해서 제작된 왕관입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170605_000038	Sebuah alat yang terbuat dari bahan yang elastis yang dibuat untuk berputar pada sumbunya dan menggunakan kekuatan yang ditimbulkan untuk menghasilkan Haria.{nl} Dapat ditukar dengan Medals di Exchange Shop.	축을 중심으로 돌려서 길다란 고탄성 소재를 감은뒤 그것이 돌아가는 힘을 이용해 동력을 만들어내는 장치입니다.{nl}리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170605_000039	Alat pemanggang roti yang praktis.{nl} Dapat ditukar dengan Medals di Exchange Shop.	쉽게 빠르게 빵을 굽는 도구입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170605_000040	Teknologi terbaru di dunia untuk menyampaikan informasi.{nl} Dapat ditukar dengan Medals di Exchange Shop.	정보를 전달하는 이 세계의 최신 기술입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170703_000041	Dapat memutar kepala sampai sekitar 270 derajat.{nl}Dapat ditukar dengan Medals di Exchange Shop.	고개를 약 270도 까지 돌리는 것이 가능합니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170703_000042	Hiasan rambut berbentuk pahatan World Tree yang dibuat oleh Dievdyrbys.{nl}Dapat ditukar dengan Medals di Exchange Shop.	딥디르비가 만든 착용 가능한 세계수 조각 머리 장식입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170728_000043	SPARTAAAAA!!!{nl}Dapat ditukar dengan Medals di Exchange Shop.	스파르타!!!!!{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170925_000044	Memberikan benefit selama 30 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 30 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160728_000025	Memberikan benefit selama 30 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 30 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 1회 추가입장	
INTL_20170925_000045	Memberikan benefit selama 30 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 30 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160728_000027	Memberikan benefit selama 30 hari kepada seluruh karakter di dalam server. Klik-Kanan untuk menggunakan.{nl}[Efek Token]{nl} - Mempelajari attribute secara instant{nl} - Pengurangan fee saat menjual item di Market (30% {img white_right_arrow 16 16} 10%){nl} - Dapat mendaftarkan 10 buah item untuk dijual pada Market{nl} - Meningkatkan movement speed karakter +3{nl} - Bonus EXP +30% saat membunuh monster{nl} - Dapat menggunakan Premium Gesture{nl} - Meningkatkan jumlah maksimum buff{nl} - Dapat melakukan 30 kali Personal Trade{nl} - Tambahan 1x masuk ke Instance Dungeon dan Mission	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장	
